# 60970 peyv, 24400 werger
# Amadekar: Erdal Ronahî 
# www.ferheng.org
# Nûkirina dawî: 2005-07-29 
# 
# kurdî	türkçe

-dar	-li 
behreme	matkap
behremend	yetenekli
behremendî	kabiliyet
behremendî	yetenek
behskirin	sözetmek
beicandin	kızdırmak
beicandin	kahretmek
beicandin	öfkelendirmek
beicîn	kızmak
beicîn	kahrolmak
bej	kara
bej	kara (toprak)
bejavî	amfibi
bejî	karasal
bejn	boy
bejn girtin	boy atmak
bejn û bal	boy pos
bejn û bal	endam
bejnbost	cüce
bejnûbal	boy-pos
bejnûbal	endam
bekre	kil
bel	dik (göz veya kulak)
bel	dik (kulak ve göz için)
bela	bela
belakir	bela arayan
belakir	belalı
belalûk	vişne
belam	ama
belam	fakat
belavkar	dağıtımcı
belavker	dağıtımcı
belavker	distribütör
belavker	müvezzi
belavker kirin	dağıtmak
belavker kirin	saçmak
belavker kirin	savurmak
belavker kirin	yaymak
belavkerbûyî	yaygın
belavkirin	dağıtmak
belavok	elle dağıtılan bildiri
belawela	darmadağınık
belawelabûn	darmadağınık olmak
belawelakirin	darmadağınık etmek
belbelîtanik	kelebek
belçim	ağaç yaprağı
beleban	afacan
beleban	balaban
beledî	şimşek
belek	alaca
belek	alacalı
belek	siyah beyaz
belem	filika
belem	sandal
belender	kesenekçi
belender	mültezim
belengaz	fakir
belengaz	sefil
belengaz	zavallı
belê	evet
belê	okey
belên	söz
belên	vaad
belên	vaat
belêyandin	onaylamak
belêyandin	teyid etmek
belgefîlm	belgesel
belgename	belge
belik	cücük
belik	çocuk penisi
Beljîka	Belçika
Beljîkayî	Belçikalı
belkî	belki
beloq	belirgin
beloq	pırtlak
beloq	patlak
belor	şişe
belq	belirgin
belq	çarpıcı
belq	fışkırma
belq	pırtlak
belqitandin	gebertmek
belqitandin	zıbartmak
belqitîn	gebermek
belqitîn	gebertmek
belqitîn	zıbarmak
belqityo!	geberesice!
belûr	billur
belût	palamut
belweşîn	cüzzam
belxem	balgam
ben	çitlembik ağacı
ben	ip
benav	dişbudak ağacı
benc	yabani haşhaş
benc	zehir
bend	bağ
bend	bağlam
bend	baraj
bend	cisim
bend	engel
bend	gazete yazısı
bend	ip
bend	paragraf
bend	set
bend	sicim
benda avê	su bendi
bendav	baraj
bende	bağımlı
bende	esir
bende	köle
bende	kul
bende kirin	bağımlı hale getirmek
bendegan	tebaa
bendegan	uyruk
bendek	güçlük
bendek	mânia
bendeman	bağlanıp kalmak
bendeman	beklemek
bendeman	mahpus
bendeman	yolunu gözlemek
bender	liman
bendergeh	iskele
bendergeh	liman
bendewar	beklenti içinde olan
bendewar	bekleyen
bendewar	gönülden bağlı
bendewarî	beklenti içinde olma
bendeyî	bağımlılık
bendeyî	tutukluluk
bendik	tire
bendî	bağımlılık
bendî	tutukluluk
bendî kirin	tutuklamak
bendîname	akit
bendîname	tutuklama müzakeresi
bendîxane	cezaevi
bendîxane	tutukevi
bendname	tutuklama müzekkeresi
benekî	alışkanlık
beng	haşhaş
bengî	kara sevdalı
bengî	melankolik
bengî	müptela
bengî	tutku
bengî	tutkun
bengîn	mecnun
bengîn	melankolik
bengîn	tutkun
benî	bağımlılık
benî	cevîzlî sucuk
benî	esir
benî	köle
benî	kul
benî	sucuk
benî	tutukluluk
benîn	alışmak
benîn	intibak
benîn	uyum
benîşt	çiklet
benîşt	sakız
benîzava	içgüvey
benk	sakız ağacı
benpêk	ayak bağı
benzavêtî	solgun
benzîn	benzin
beq	kurbağa
beqal	bakkal
beqalî	bakkallık
beqlewe	baklava
ber	döl
ber	en
ber	mahsul
ber	meme
ber	ön
ber	öntaraf
ber	taş
ber	ürün
ber	verim
ber dan	meme vermek
ber hilanîn	ürün almak
berafî	müzakere
beraftin	görüşmek
beraftin	müzakere etmek
beragî	turfanda
beralîkirin	yönlendirmek
beramber	denk
beramber	eşit
beramber	karkşılık
beramber	karşı
beramber	karşılık
beramber	karşıt
beramber	mukabil
beramberî	karşıtlık
beramberî	misilleme
beramberî hev	karşılıklı
beran	koç
beranberdan	koçbırakımı
beranek	baş parmak
beraqil	rasyonel
berarî	bağış
berarî	teberru
berarî kirin	para yardımında bulunmak
berate	leş
berav	çamaşır yıkama günü
berav	çamaşır yıkama günü su kenarı
beravêtin	hayvanlarda düşük
beravêtin	yavru düşürmek(hayvanlar için)
beraz	domuz
beraze	değirmen taşının altındaki pervaneler
berba bûn	çarçur olmak
berba kirin	çarçur etmek
berba kirin	harman savurmak
berbajar	baliyö
berbajar	varoş
berban	balkon
berbang	fecir
berbang	seher
berbang	şafak
berbang	tan
berbank	taraça
berbank	teras
berbayî	boşuna
berbaz	astsubay
berbejn	boyuna takılan muska
berbendkirin	kösteklemek
berber	berber
berber	hasım
berber	karşıt
berber	rakip
berberî	berberlik
berberî	çekişme
berberî	düşmanlık
berberî	hasımlık
berberî	rekabet
berbes	mineral
berbest	barikat
berbest	engel
berbest	set
berbest bûn	engel olmak
berbest kirin	engellemek
berbesvanî	madenci
berbêj	olacakları önceden söyleyen kimse
berbiçav	somut
berbiçavkirin	somutlaştırmak
berbihev	uygun
berbijêr	aşağıya doğru
berbir	taşçı
berbisk	saç tokası
berbînî	öngörü
berbîryar	karar öncesi
berbûk	geline eşlik eden kadın(lar)
berbûk	geline eşlik eden kadınlar
berbûk	nedime
Bercîs	Jüpiter
berçav	göz önünde
berçavik	gözlük
berçavk	gözlük
berçavkfiroş	gözlükçü
berçek	silah altına alınmaya hazır kimse
berçûn	çocuk düşürmek (insanlar için)
berd	taş
berdan	bırakmak
berdan	boşamak
berdan	salmak
berdan	terketmek
berdan	vazgeçmek
berdar	bereketli
berdar	ergen
berdar	ongun
berdar	totem
berdar	üretken
berdar	verimli
berdar	yetişkin
berdarî	idam
berdarî kirin	idam etmek
berdelan	taşlık arazi
berdest	el altında bulunan
berdest	hazır
berdevk	sözcü
berdewam	devam
berdewam	devamlı
berdewam	sürekli
berdewamkirin	devam etmek
berdewamkirin	sürdürmek
berdêl	bedel
berdêl	karşılık
berdêl	mübadele
berdêl	takas
berdêl	trampa
berdêlî kirin	takas etmek
berdêlkirin	takas etmek
berdil	aziz
berdil	kolye
berdil	sevgili
berdilk	ön kahvaltı
berdîwar	kimsesiz
berdîwar	öksüz
berdoş	berduş
berdû	hasır bitkisi
bere	cephe
bere bere	giderek
bere bere	peyder pey
bere bere	tedricen
bere vajî	çarpık
berecot	dönüm
beredayî	başıboş
beredayî	fuzuli
beredayî	işe yaramaz
beredayî	kişiliksiz
beregeh	us
berek	doğrultu
berek	istikamet
berendam	aday
berendamî	adaylık
berespî	kireç taşı
berevajî	tersyüz
berevajîkirin	çarpıtmak
berevajîkirin	tersyüz etmek
berevan	müdafi
berevan	rakip
berevan	savunmacı
berevanî	karşılaşma
berevanî	müsabaka
berevanî	rekabet
berevanî	savunma
berevanî	yarışma
berevanî kirin	rekabet etmek
berevanî kirin	savunmak
bereyişk	mancınık
berê	önce
berê xwe dan	bakmak
berê xwe dan	yönelmek
berêvar	akşam üzeri
berêvar	ikindi
berf	kar
berf barîn	kar yağmak
berf dahatin	kar yağmak
Berfanbar	Aralık ayı
berfedîn	erimekte olan kar kümeleri
berfemot	kar-pekmez karışımı tatlı
berfende	çığ
berfireh	ayrıntılı
berfireh	bol
berfireh	engin
berfireh	geniş
berfireh	kapsamlı
berfîn	kardelen çiçeği
berfîn	karlı
berfmalk	kar küreği
berfşo	karla karışık yağmur
berfşo	sulusepken
berg	cilt
berg	dergi vb. kapağı
berg	kitap
berg	kitap kapağı
berg	süs
berg	takı
berg kirin	ciltlemek
bergeh	bakış açısı
bergeh	görünüm
bergeh	görünüş
bergeh	kapsam
bergeh	manzara
bergeh	panorama
bergeh	ufuk
bergehdar	kapsamlı
berger	yalvaran
bergerîn	tapınmak
bergerîn	yakarmak
bergerîn	yalvarmak
bergew kirin	tıkamak
bergiftek	şenlik
bergir	bol mahsullü
bergir	döl veren
bergirî	önlem
bergirî	önleme
bergirî	savunma
bergirî	tedbir
bergirtin	bitkilerin meyve tutması
bergirtin	döl tutmtak
bergirtin	gebe kalmak
bergirtin	kadınların dışında bütün dişilerin gebe kalması
bergirtî	içe kapanık
bergîdan	karşılık
bergîn	ciltli
bergîn	ciltli kitap
bergîr	beygir
bergkar	ciltçi
bergorn	ölü hayrına verilen sadaka
bergorn	yemek vs
berguhk	kulaklık
berhelist	tökezlemek
berhem	eser
berhem	urun
berhem	ürün
berhema zêdek	artı urun
berhemdar	verimli
berhemîn	büyütme sıfatı
berhev kirin	derlemek
berhev kirin	devşirmek
berhev kirin	toplamak
berhevdan	bozgun
berhevdan	kıyas
berhevdan	kıyaslama
berhevdan	kıyaslamak
berhevdan	körükleyici
berhevdan	mukayese
berhevdan	mukayese etmek
berhevdanî	bozgunculuk
berhevkar	derlemeci
berhevkar	toplayan (toplayıcı)
berhevkirin	derlemek
berhevkirin	toplamak
berhevkirî	derleme
berhevkirî	devşirme
berhevkirî	toplama
berhevok	antoloji
berhevok	derleme
berhewa	anlamsız
berhewa	boş
berhewa	imha
berhewa bûn	imha olmak
berhewa kirin	imha etmek
berhewok	antoloji
berhêlî	istikamet
berhêlkirin	yönlendirmek
beridîn	gövermek
beridîn	yeşerip gürleşmek
berik	çakıl
berik	gülle
berik	mermi
beris	hesap
berisandin	hesaba katmak
berisandin	hesaplamak
berisger	muhasebeci
berisîn	hesaba katılınmak
berisîn	hesaplanmak
berist	yüksek makam sahibi
berî	bozkır
berî	dümdüz ve engebesiz ova
berî	düzlük
berî	masum
berî	ön
berî	ön taraf
berî	önce
berî	ova
berî her tiştî	her şeyden önce
berî nîvro	öğleden önce
berî zayîne	milattan önce
berî zayînê	milattan önce
berîdan	önünü çevirmek
berîdan	tevcih etmek
berîdan	yöneltmek
berîk	cep
berjen	istinat direğî
berjewendî	çıkar
berjewendî	menfaat
berjewendîperest	çıkarcı
berjewendperestî	çıkarcılık
berjewendperêz	çıkarcı
berjêr	aşağı doğru
berjêr	iniş
berjor	çıkış
berjor	yukarı doğru
berk	havuz
berk	sağlam
berk kirin	sağlamlaştırmak
berkandin	sağlamlaşmak
berkanî	sapan
berkaş	rampa
berkaz	mazgal
berkaz	pencere
berkeftî	değerli
berkeftî	muhterem
berkeftî	sevgili
berkeş	tepsi
berkeşok	küçük tepsi
berketin	acımak
berketin	hayıflanmak
berketin	üzülmek
berketî	değerli
berketî	hatırı sayılır
berketî	saygıdeğer
berkêr	kesim hayvanı
berkêşan	üretim
berkêşan	üretmek
berkêşandin	üretmek
berkêşk	çekmece
berkîn	sağlamlaşmak
berkoş	önlük. (çocuklar için)
berkurk	kursak
bermal	ev hanımı
bermal	sofa
bermayî	artık
bermayî	geride kalan
bermayî	kalıntı
bermêj	süt emen çocuk
bernac	kurnaz
bernac	uyanık
bernama hînbûnê	öğrenim programı
bername	program
bernameya fêrbûnê	müfredat
bernameya fêrbûnê	öğrenim programı
bernav	göbek adı
bernav	lakab
bernav	ön ad
bernav	önad
bernavk	lakab
bernavk	önad
bernavzed	aday adayı
berneketin	kıymak
berneketin	önemsenmemek
beroj	güneş gören yamaç
beroş	bakraç
beroş	tencere
berpal	yamaç
berpeyî	reaksiyon
berpeyî	tepki
berpêş	sunu
berpêşkirin	sunmak
berpêşkirin	takdim etmek
berpirs	mesul
berpirs	sorumlu
berpirsiyar	mesul
berpirsiyar	sorumlu
berpirsiyarî	mesuliyet
berpirsiyarî	sorumluluk
berpişt	korse
berqut	büfe
bers	hesap
bers derxistin	hesap çıkarmak
bersandin	hesaplamak
bersem	parsel
bersem kirin	ifraz
bersem kirin	parselleme
bersifik	antre
bersiv	cevap
bersiv	yanıt
bersiv dan	misilleme yapmak
bersiv dan	yanıtlamak
bersivamade	hazır cevap
bersivandin	cevaplamak
bersivandin	cevaplandırmak
bersivîn	cevaplamak
bersojî	mide ekşimesi
berstok	yaka (önlük vb. için)
berstûk	yaka
bersûc	sanık
berşo	atık su
berşo	kirli su
berşok	çamaşır ve bulaşık yıkama önlüğü
bertavk	güneşlik
bertek	reaksiyon
bertek	tepki
bertekî	refleks
bertîl	rüşvet
bertîl xwarin	rüşvet yemek
berû	mazı
berû	palamut
berû	palamût
berûk	yüz peçesi
bervaj	aksi
bervaj	karşıtı
bervajî kirin	ters yüz etmek
bervajî kirin	yönü değiştirmek
bervang	peştemal
bervêdan	itiraz
bervêder	muhatap
bervihêr	anlayışlı
bervihêr	kamil
berwar	meyil
berwar	tarih. ör: di berwara 1998’an de 1998 tarihinde
berwar	yamaç
berwarî	yatay
berx	kuzu
berx	kuzu. "Berx ê/a min!" yavrum anlamında hitap
berxa min	kuzum
berxwarin	tüketim
berxwedan	dayanmak
berxwedan	direnç
berxwedan	direniş
berxwedan	direnmek
berxwedan	mukavemet
berxwedar	dirençli
berxwedar	esen
berxwedar	mutlu
berxwedar bî	Allah razı olsun
berxwedar bî	teşekkür anlamında
berxwedêr	direngen
berxwedêr	direnişçi
berxwer	tüketici
berz	ulu
berz	yüce
berz	yüksek
berzax	araf
berzax	berzah
berzax	kıstak
berzax	kayıp
berzax	yitik
berzax kirin	kaybetmek
berze	kayıp
berzebûn	kaybolmak
berzekirin	kaybetmek
berzeling	lavanta çiçeği
berzeq	müstehcen
berzik	kursak
berzile	etek
berzî	yükseklik
berzîn	binmeye hazır hale gelen tay
bes	kâfi
bes	sadece
bes	yeter
bes	yeterli
besdîtin	yetinmek
beser	göz
besimîn	gülümsemek
best	akarsu kenarındaki çakıllı
best	dağ yamaçlarındaki küçük vadiler
best	esin
best	ilham
best	kumlu yer
beste	beste
beste	makam
bestek	paket
bestek çêkirin	paket yapmak
bestek kirin	paketlemek
bestekar	bestekâr
bestenî	dondurma
bestenî froş	dondurmacı
besterobar	nehir yatağı
bestewîn	kır yaşamını anlatan yazı
bestik	dere kolları
bestik	ufak çakıl taşları
bestin	su veya yolun önünü kesmek
bestir	dokuma kumaş
bestir	tekstil
bestir	yaygı
bestîn	bağlamak
bestlêhatin	ilham almak
bestlêrabûn	ilham gelmek
beş	bölüm
beş	fasıl
beş	kısım
beş	küçük akıtma
beş	sektör
beş	taksit
beşavend	kafiye
beşbir	veraset
beşdar	katılımcı
beşdar	katılan
beşdar bûn	iştirak etmek
beşdar bûn	katılmak
beşdar bûn	ortak olmak
beşdarbûn	katılmak
beşdarî	katılım
beşdarîtêdekirin	katılmak
beşervekirî	yüzü ışıldayan
beşervekirî	yüzü gülen
beşik	alın çıkıntısı
beşişîn	gülümsemek
beşîş	güleç
beşîş	gülümseyen
beşîş	mütebessim
beşîş	sempatik
beşîşandin	gülümsetmek
beşîşandin	tebessüm ettirmek
beşîşîn	gülümsemek
beşîşîn	tebessüm etmek
beşt	kalas
beşt	kiriş
bet	toy
betal	boş
betal	boş gezen
betal	boşta gezer
betal	geçersiz
betal	hükümsüz
betal	ilga
betal	iptal
betal	işsiz
betal kirin	iptal etmek
betalkirin	geçersiz kılmak
betalkirin	iptal etmek
betan	astar
betan	kiriş
betanî	battaniye
betilandin	yormak
betilandin	yorulmak
betilayî	yorgunluk
betilî	yorgun
betilîn	yorulmak
betî	hantal
betlane	dinlenme
betlane	izin
betlane	tatil
beton	beton
betran	gururlu
betran	kendini beğenmiş
betran	mağrur
bevşik	kesici diş
Bexda	Bağdat (Irak’ın başkenti)
bexdenûs	maydanoz
bexişandin	bağışlamak
bexişandin	bahşetmek
bexîl	kıskanç
bexş	af
bexş	bağış
bexş	hibe
bexş	ihsan
bexş xwastin	af dilemek
bexşande	bağışlayan
bexşandin	af etme
bexşandin	affetmek
bexşandin	bağışlamak
bexşandina gelemperî	genel af
bexşîn	bağışlanmak
bexşîş	bahşiş
bext	baht
bext	ikbal
bext	kader
bext	şans
bext	talih
bextewar	mutlu
bextewarî	mutluluk
bextiyarî	mutluluk
bextiyarî	saadet
bextreş	bahtı kara
bextreş	şanssız
bextreş	talihsiz
bextvekirî	bahtı açık
bextvekirî	şanslı
bextvekirî	talihli
bey	kapora
beyaban	ıssız yer
beyaban	çöl
beyaban	sahra
beyanî	sabah
beyanî	sabah vakti
beyanîbaş	günaydın
beyar	fundalık
beyar	işlenmemiş tarla
beyar	kır
beyar	kıraç
beyar	kısır
beybûn	papatya
beyta	gevşek kimse
beytar	baytar
beytar	veteriner
beytik	serçe
bez	içyağı
bez	koşu
beza	koşucu
bezandin	koşturmak
bezax	günah
bezax	suç
bezaz	manifaturacı
bezazî	manifaturacılık
bezek	iltihap
bezek	morartı
bezgîn	bezgin
bezglor	beze
beziyan	hızla yürümek
beziyan	koşmak
beziyan ser	üzerine yürümek
bezîn	koşmak
bezm	parti
bezm	ziyafet
bezmik	tahta biti
bezmik	tahta kurusu
bezok	koşucu
bê	önek
bê	sız ve suz eki
bê	sözcüklere siz
bê alî	nesnel
bê alî	tarafsız
bê dê	anasız
bê semt	ihtiyatsız
bê şik	kuşkusuz
bê tam	tatsız
bêadan	bereketsiz
bêaheng	ritimsiz
bêaheng	uyumsuz
bêalî	tarafsız
bêalî	yansız
bêar	arsız
bêar	hayasız
bêaram	huzursuz
bêaram	istikrarsız
bêav	susuz
bêavî	kuraklık
bêavî	susuzluk
bêax	topraksız
bêbac	gümrüksüz
bêbal	dikkatsiz
bêbandor	etkisiz
bêbav	babasız
bêbav	babsız
bêbav	güvenilmez
bêbav	mec. kalleş
bêbawerî	imansız
bêbawerî	inançsız
bêbehn	kokusuz
bêber	verimsiz
bêberevan	rakipsiz
bêbetan	astarsız
bêbext	arkadan vuran
bêbext	bahtsız
bêbext	kalleş
bêbextîkirin	kalleşlik yapmak
bêbezax	günahsız
bêbezax	suçsuz
bêbiha	değersiz
bêbiha	kıymetsiz
bêbijî	iştahsız
bêbingeh	asılsız
bêbingeh	esassız
bêbingeh	temelsiz
bêbinî	asılsız
bêbinî	dibsiz
bêbinî	dipsiz
bêbinî	yersiz
bêbinyad	soysuz
bêbinyad	temelsiz
bêbîr	bilinçsiz
bêbîryar	kararsız
bêcan	cansız
bêcir	huysuz
bêçare	âciz
bêçare	çaresiz
bêçareî	açmaz
bêçareman	çaresiz kalmak
bêçêj	lezzetsiz
bêçêj	tatsız
bêçî	ayak parmağı
bêdadwer	adaletsiz
bêdar	fakir
bêdar	güçsüz
bêdar	yoksul
bêdarî	fakirlik
bêdawe	bedava
bêdawî	ebedi
bêdawî	müebbet
bêdawî	sonsuz
bêdawîtî	sonsuzluk
bêdegel	ihtiyatsız
bêdem	zamansız
bêdemsal	mevsimsiz
bêdeng	sessiz
bêderd	dertsiz
bêderfet	imkansız
bêdestnimêj	abdestsiz
bêdestûr	izinsiz
bêdêhnî	dikkatsizlik
bêdil	gönülsüz
bêdil	isteksiz
bêdira	yeterince
bêdiraf	parasız
bêdom	devamsız
bêdom	süreli
bêedeb	müstehcen
bêedeb	terbiyesiz
bêeman	amansız
bêencam	neticesiz
bêencam	sonuçsuz
bêesil	yoz
bêesilkirin	yozlaştırma
bêewle	güvensiz
bêewlehitî	güvensizlik
bêfedî	utanmaz
bêfişal	abartısız
bêg	piyon
bêgane	yabancı
bêgar	angarya
bêgav	çaresiz
bêgav	imkanı olmayan
bêgav	mecbur
bêgav hiştin	çaresiz bırakmak
bêgav hiştin	mecbur bırakmak
bêgav man	çaresiz kalmak
bêgavî	çaresizlik
bêgavî	imkansızlık
bêgavî	mecburiyet
bêgavî	zorunlu olarak
bêge	kabadayı
bêgef	atılgan
bêgef	densiz
bêgef	korkusuz
bêgeh	yersiz
bêgeh	zamansız
bêgiramî	saygısızca
bêgiramî	saygısızlık
bêgiyan	ruhsuz
bêguman	elbette
bêguman	kuşkusuz
bêguman	şüphesiz
bêguman	tabiki
bêguneh	günahsız
bêguneh	masum
bêguneh	suçsuz
bêhal	bitkin
bêhal	halsiz
bêhawe	sağı solu belli olmayan
bêhawe	tutarsız
bêhawe	uygunsuz
bêhay	aymaz
bêhay	gafil
bêhay	habersiz
bêhay	şuursuz
bêhay girtin	gafil avlamak
bêhayî	bilgisizlik
bêhayî	gaflet
bêhemd	gayrı ihtiyari
bêhemd	irade dışı
bêhemdî	gayrı ihtiyari
bêhemdî	gayri iradi
bêhemdî	irade dışı
bêhemdî	istemdışı
bêhemdî	istemeyerek olan bir şey
bêhempa	emsalsiz
bêhempa	eşsiz
bêheş	akılsız
bêheval	eşsiz
bêhevîr	hamursuz
bêhewl	gayretsiz
bêhêvî	umutsuz
bêhêz	kuvvetsiz
bêhêz	takatsiz
bêhiş	akılsız
bêhiş	bayılan
bêhiş	bayılgan
bêhiş	şuuru yerinde olmayan
bêhişbûn	bayılmak
bêhişketin	bayilmak
bêhişkirin	bayıltmak
bêhîm	asılsız
bêhîm	temelsiz
bêhîs	duyarsız
bêhîs	duygusuz
bêhn	koku
bêhn	nefes
bêhn	soluk
bêhn	soluk almak
bêhn	soluk. "bêhna xwe berdan" dinlenmek
bêhn berdan	soluma
bêhn dan	nefes vermek
bêhn dan	teneffüs
bêhn kişandin	nefes çekmek
bêhn standin	nefes almak
bêhna xwe dan	dinlenmek
bêhndar	kokulu
bêhnfireh	sabırlı
bêhnfireh	tahammül sahibi
bêhnijîn	esnemek
bêhnlêçikandin	güç duruma düşürmek
bêhnlêçikandin	nefesini kesmek
bêhnlêçikîn	nefesin daralması
bêhnok	virgül
bêhnpêketin	kokuşmak
bêhnteng bûn	sıkılmak
bêhntengbûn	daralmak
bêhntengbûn	sıkılmak
bêhntengî	can sıkıntısı
bêhntengî	sıkıntı
bêhntengî	sabırsızlık
bêhtir	daha çok
bêhtir	daha fazla
bêhtir pêr	üç gün önce
bêhtir pêrar	üç yıl önce
bêhûde	beyhude
bêhûde	boşu boşuna
bêînsaf	insafsız
bêjan	acısız
bêjan	ağrısız
bêjandin	elemek
bêje	kelime
bêje	kelime sözcük
bêje	Söyle!
bêje	sözcük
bêjer	söyleyen
bêjeya guhêrbar	grm. değişken sözcük
bêjeya hevedudanî	grm. bileşik sözcük
bêjin	abazan
bêjin	karısı olmayan erkek
bêjing	elek
bêjing	kalbur
bêjing kirin	elemek
bêjingkirin	elemek
bêjî	piç
bêjok	çok söylenen
bêjtin	söylenmek
bêjtini	söyleniş
bêkar	işsiz
bêkarî	issizlik
bêkat	zamansız
bêked	emeksiz
bêkes	kimsesiz
bêkes	öksüz
bêkêfî	keyifsizlik
bêkêmasî	eksiksiz
bêkêmasî	kusursuz
bêkêmasî	mükemmel
bêkêr	gereksiz
bêkêr	işe yaramaz
bêkêr	işlevsiz
bêkêsim	biçimsiz
bêl	arazi veya orman parçası
